id,title,summary,news_site,published_at,updated_at,source
34417,JWST spots early Milky Way style spiral galaxy Alaknanda,"Los Angeles CA (SPX) Dec 03, 2025


Astronomers using NASAs James Webb Space Telescope have identified a massive spiral galaxy that resembles the Milky Way but existed when the Universe was only about 1.5 billion years old. Named Alaknanda, after a Himalayan river paired with the Mandakini which shares its Hindi name with the Milky Way, the system appears as a mature, disk dominated spiral at a time when galaxies were expected to",SpaceDaily,2025-12-03T13:33:14Z,2025-12-05T14:38:42.025647Z,Spaceflight News API
34415,SPHERE debris disk survey maps hidden asteroid and comet belts in young planetary systems,"Berlin, Germany (SPX) Dec 03, 2025


Observations with the SPHERE instrument on ESO's Very Large Telescope have produced a large gallery of debris disks around nearby young stars, revealing where unseen asteroid- and comet-scale bodies are colliding and generating dust. Gael Chauvin, SPHERE project scientist and co-author, said: ""This data set is an astronomical treasure. It provides exceptional insights into the properties of debr",SpaceDaily,2025-12-03T13:33:14Z,2025-12-05T14:38:38.720013Z,Spaceflight News API
34411,LandSpace ZQ 3 Y1 rocket reaches orbit on first reusable flight attempt,"Tokyo, Japan (SPX) Dec 03, 2025


LandSpace, a private Chinese rocket company, has flown its ZQ 3, or Rosefinch 3, carrier rocket for the first time, marking China's initial orbital mission using a reusable rocket architecture, although recovery of the first-stage booster was not successful. 

The ZQ 3 Y1 vehicle, built mainly from stainless steel, lifted off at noon from a dedicated launch service tower at the Jiuquan Satel",SpaceDaily,2025-12-03T13:33:14Z,2025-12-05T14:38:34.013461Z,Spaceflight News API
34412,Micro nano robots aim to cut carbon buildup in closed life support systems,"Tokyo, Japan (SPX) Dec 03, 2025


Researchers have developed micro and nanoscale reconfigurable robots that capture and release carbon dioxide in confined life support systems such as crewed spacecraft, submarines, and sealed shelters. The team led by Prof. Hui He at Guangxi University reports that these micro nano reconfigurable robots, or MNRM, use sunlight as an energy source while moving through the system to avoid local ove",SpaceDaily,2025-12-03T13:33:14Z,2025-12-03T12:30:12.524061Z,Spaceflight News API
34416,Cosmic rays drive urgent search for better protection before crewed trips to Mars,"Norwich, UK (SPX) Dec 03, 2025


The first step on the Moon was one of humanity's most exciting accomplishments. Now scientists are planning return trips - and dreaming of Mars beyond. 

Next year, Nasa's Artemis II mission will send four astronauts to fly around the Moon to test the spacecraft before future landings. The following year, two astronauts are expected to explore the surface of the Moon for a week as part of Na",SpaceDaily,2025-12-03T13:33:14Z,2025-12-03T12:30:12.833369Z,Spaceflight News API
34413,Bacterial partnership offers pathway to produce Mars regolith bricks for future habitats,"Los Angeles CA (SPX) Dec 03, 2025


Human missions to Mars will require robust shelters that can be built without hauling heavy materials from Earth, pushing engineers and scientists to focus on in situ resource utilization of the planet's regolith. A new perspective article describes how carefully selected microbial communities could turn Martian dust into structural elements for habitats, while also contributing to life-support",SpaceDaily,2025-12-03T13:33:14Z,2025-12-03T12:30:12.730917Z,Spaceflight News API
34414,NASA desert drone trials refine navigation software for future Mars explorers,"Los Angeles CA (SPX) Dec 03, 2025


To prepare new autonomous systems for Mars, NASA teams have been testing drones, a legged robot, and a winged flyer concept in harsh desert environments in California, New Mexico, and Virginia. The work is part of 25 Mars Exploration Program technology projects funded this year to extend the reach and capability of future Red Planet missions. 

At Death Valley National Park and in the nearby",SpaceDaily,2025-12-03T13:33:14Z,2025-12-03T12:30:12.740106Z,Spaceflight News API
34422,Toxicology Analysis of Spacecraft Air,"Toxicology and Environmental Chemistry (TEC) monitors airborne contaminants in both spacecraft air and water. In-flight monitors are employed to provide real-time insight into the environmental conditions on ISS. Archival samples are collected and returned to Earth for full characterization of ISS air and water. Real-time in-flight air analytical instruments include the Air Quality Monitors (AQM), […]",NASA,2025-12-03T13:31:01Z,2025-12-03T13:40:06.244168Z,Spaceflight News API
34419,China pushing for reusability milestone with Zhuque-3 launch and near-landing,"Chinese commercial launch provider LandSpace achieved a major milestone with the successful maiden flight of…
The post China pushing for reusability milestone with Zhuque-3 launch and near-landing appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-12-03T13:20:50Z,2025-12-05T14:38:25.419804Z,Spaceflight News API
34408,Shield AI partners with Sedaro to demonstrate autonomous satellite operations,"
The agreement brings “AI pilot” software to space as the Pentagon seeks capabilities for close proximity operations, swarm coordination and defensive satellite maneuvers
The post Shield AI partners with Sedaro to demonstrate autonomous satellite operations appeared first on SpaceNews.",SpaceNews,2025-12-03T12:00:00Z,2025-12-03T12:10:17.586755Z,Spaceflight News API
34409,Germany’s space defense strategy marks a turning point. Private investors must now respond,"
Readers of this magazine have known for years what we, as investors, have also known for years: that the space sector is not some marginal realm of human activity, to be left to a handful of specialists operating on the sidelines of normal life. Rather, space is the backbone of the world economy, a domain […]
The post Germany’s space defense strategy marks a turning point. Private investors must now respond appeared first on SpaceNews.",SpaceNews,2025-12-03T12:00:00Z,2025-12-03T12:10:17.731322Z,Spaceflight News API
34410,The next steps in the quest for full rocket reusability,"
When a Falcon 9 lifted off from Vandenberg Space Force Base in California late Nov. 16, it did something that was unprecedented a decade ago but unremarkable today: it landed the first stage, in this case on a pad next to where it lifted off. SpaceX noted that the launch, carrying the Sentinel-6B Earth science […]
The post The next steps in the quest for full rocket reusability appeared first on SpaceNews.",SpaceNews,2025-12-03T12:00:00Z,2025-12-03T12:10:17.840687Z,Spaceflight News API
34407,Antares raises $96 million for nuclear reactors on Earth and in space,"
Nuclear power startup Antares announced a $96 million Series B round Dec. 2 to fund work on developing small nuclear reactors, including for space applications.
The post Antares raises $96 million for nuclear reactors on Earth and in space appeared first on SpaceNews.",SpaceNews,2025-12-03T11:18:17Z,2025-12-03T11:20:17.836482Z,Spaceflight News API
34423,EarthCARE lifts the clouds on climate models,"True to its promise, the European Space Agency’s EarthCARE satellite is now being used to calculate directly how clouds and aerosols influence Earth’s energy balance – the all-important balance that regulates our climate. In doing so, EarthCARE is poised to sharpen the accuracy of climate models, the very tools that guide global climate policy and action.",ESA,2025-12-03T10:17:00Z,2025-12-05T14:38:16.815159Z,Spaceflight News API
34406,A martian butterfly flaps its wings,"Is it an insect? A strange fossil? An otherworldly eye, or even a walnut? No, it’s an intriguing kind of martian butterfly spotted by ESA’s Mars Express.",ESA,2025-12-03T10:00:00Z,2025-12-05T14:38:08.631256Z,Spaceflight News API
34405,China consolidates new commercial space regulator and industry roadmap,"Tokyo, Japan (SPX) Dec 03, 2025


The China National Space Administration has set up a Commercial Space Department to serve as a dedicated regulator for the country's expanding private space sector. The new office is responsible for overseeing commercial launches, satellite operations, and related services while coordinating policy and planning for non-state space activities. 

Officials have tied the move to the Action Plan",SpaceDaily,2025-12-03T09:03:55Z,2025-12-03T08:00:18.483260Z,Spaceflight News API
34402,EIB launches Space TechEU finance program for European space sector,"Berlin, Germany (SPX) Dec 03, 2025

The European Investment Bank (EIB) has launched Space TechEU, its first financing programme dedicated to companies in Europe's space sector, under its wider TechEU initiative. The bank presented the facility at the European Space Agency (ESA) Council of Ministers meeting in Bremen. Space TechEU will provide up to 500 million euro in EIB financing to companies across the space value chain, from upstream manufacturing and launch activities to downstream applications",SpaceDaily,2025-12-03T09:03:55Z,2025-12-03T08:00:18.438092Z,Spaceflight News API
34394,Scientists trace ancient mega watersheds on Mars,"Los Angeles CA (SPX) Dec 03, 2025


Billions of years ago, rainfall on Mars fed rivers that cut valleys, overtopped crater rims and carved canyons, with some flows likely reaching a northern ocean basin on the planet. 

Researchers at The University of Texas at Austin have now organized these fluvial features into large drainage systems, producing the first global inventory of major Martian river basins and identifying 16 larg",SpaceDaily,2025-12-03T09:03:55Z,2025-12-05T14:34:55.611514Z,Spaceflight News API
34393,Mars Rover Uncovers Evidence of Ancient Wet Climate in Jezero Crater,"Los Angeles CA (SPX) Dec 03, 2025


NASA's Perseverance rover identified light-colored rocks in Jezero crater that consist of white, aluminum-rich kaolinite clay. These rocks formed after prolonged exposure to water leached other minerals from parent rocks and sediments. The process required millions of years of rainfall in a humid environment. 

Perseverance's SuperCam and Mastcam-Z instruments analyzed the kaolinite fragment",SpaceDaily,2025-12-03T09:03:55Z,2025-12-05T14:32:29.315166Z,Spaceflight News API
